"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.3808254193415","61.5773192656302","61.6839475987785","61.6879322724915","61.655706154149","61.5417350947995","61.6664439619851","61.6520862504623","61.567196235884","61.637920173046","61.7833615875262","61.7572959718101","61.6773263497155","61.3827443793293","61.3475809140791","60.7775316153219","60.3724555169892","60.0806891075578","60.0483874479978","59.7740479846107","59.3268478866451","58.8664242428416","58.7519006533216","58.251052576238","57.8288581518527","57.6311695720349","57.4400374835006","57.101724483066","56.9832229844464","","",
"Afghanistan","AFG","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.1199989318848","61.4000015258789","62.2400016784668","62.3699989318848","62.1599998474121","62.5499992370605","62.8600006103516","63.0800018310547","63.310001373291","63.6500015258789","64.0199966430664","61.9700012207031","61.1500015258789","60.5099983215332","59.2999992370605","58.3899993896484","57.2900009155273","56.3600006103516","53.8899993896484","51.3899993896484","50.2000007629395","47.810001373291","45.8800010681152","44.0900001525879","42.2999992370605","40.6599998474121","38.3600006103516","37.2599983215332","36.5999984741211","","",
"Africa Western and Central","AFW","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.4277660348649","60.3575885703732","60.4118442423408","60.3860637201331","60.3213875608164","60.1179821580017","59.8698507816869","59.6338056949927","59.463128190515","59.1542363008245","58.7713878557301","58.0407282302442","57.4339668864126","56.6566459796964","56.2669953149807","55.8199713101478","55.2453906268575","54.6417685795594","53.968633589039","53.1852057962983","52.3719792000854","51.547520034201","50.6892872065512","49.5317573682137","48.6311576655446","48.5054169450527","47.9778143804406","47.4356372795973","46.985505329064","","",
"Angola","AGO","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.1500015258789","33.5400009155273","33.6399993896484","33.0299987792969","32.5800018310547","31.9899997711182","31.8400001525879","32.0699996948242","30.6599998474121","30.1900005340576","30.4400005340576","29.2199993133545","28.9799995422363","28.1499996185303","30.1499996185303","32.6399993896484","35.0200004577637","37.560001373291","40.2000007629395","42.5400009155273","44.5200004577637","44.0999984741211","43.9900016784668","44.1500015258789","44.5400009155273","44.7999992370605","44.7999992370605","44.75","44.6500015258789","","",
"Albania","ALB","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.6100006103516","52.6300010681152","52.1399993896484","51.5900001525879","50.8400001525879","49","48.7200012207031","47.939998626709","46.310001373291","44.9199981689453","42.9599990844727","41.7000007629395","40.939998626709","39.7799987792969","38.560001373291","37.4300003051758","36.6800003051758","35.75","35.0499992370605","34.2599983215332","38.810001373291","37.5900001525879","37.5699996948242","36.7599983215332","36.7400016784668","36.2900009155273","34.9599990844727","33.7200012207031","32.7099990844727","","",
"Andorra","AND","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.4030412706385","31.0694031448215","30.4614161685831","30.0442489341654","29.6122042651743","28.917514568098","28.3247503607473","27.8509679146993","27.4202520590931","27.1720502972409","26.9349843926712","26.5025779991925","26.1462127048538","26.0018736886314","25.0384946708936","24.3916001537704","23.4421701037647","22.7711999495477","21.5957052645347","20.6591067311526","20.4266325473479","19.8721368398895","19.5163758776516","19.308445485432","18.8722441016587","18.4425298299086","17.9171023362376","17.4713599180887","16.9199040107349","","",
"United Arab Emirates","ARE","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5","9.40999984741211","9.28999996185303","9.18000030517578","9.02999973297119","9.03999996185303","9.02000045776367","8.97999954223633","8.97999954223633","8.96000003814697","8.23999977111816","7.59000015258789","6.96000003814697","6.3899998664856","5.8600001335144","5.38000011444092","4.92000007629395","4.51000022888184","4.11999988555908","3.78999996185303","3.48000001907349","3.1800000667572","2.90000009536743","2.64000010490417","2.38000011444092","2.16000008583069","1.94000005722046","1.75999999046326","1.66999995708466","","",
"Argentina","ARG","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.479999989271164","0.46000000834465","0.550000011920929","0.589999973773956","0.790000021457672","1.12999999523163","1.1599999666214","1.13999998569489","1.10000002384186","0.980000019073486","1.22000002861023","1.35000002384186","1.69000005722046","1.86000001430511","1.6599999666214","1.44000005722046","1.61000001430511","1.76999998092651","1.82000005245209","1.87999999523163","0.879999995231628","0.839999973773956","0.889999985694885","0.819999992847443","0.389999985694885","0.189999997615814","0.0900000035762787","0.119999997317791","0.0799999982118607","","",
"Armenia","ARM","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1599998474121","41.2799987792969","41.8499984741211","41.6399993896484","41.2700004577637","40.9700012207031","40.689998626709","39.9700012207031","39.4900016784668","38.810001373291","37.7799987792969","36.5200004577637","35.1199989318848","34.0499992370605","32.7900009155273","31.3700008392334","30.1599998474121","31.7099990844727","34.1399993896484","31.6399993896484","33.1399993896484","31.3400001525879","29.0400009155273","29.9400005340576","31.2299995422363","30.7600002288818","28.3099994659424","23.3999996185303","21.6900005340576","","",
"American Samoa","ASM","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.44000005722046","6.1100001335144","6.21000003814697","5.92000007629395","5.73999977111816","5.94000005722046","6","5.90999984741211","6.03000020980835","5.96000003814697","5.78999996185303","5.44999980926514","4.94000005722046","4.57999992370605","4.48999977111816","4.26999998092651","4.17000007629395","4.19000005722046","4.07999992370605","4.01000022888184","3.58999991416931","3.53999996185303","3.41000008583069","3.61999988555908","3.30999994277954","3.4300000667572","3.41000008583069","3.44000005722046","3.28999996185303","","",
"Austria","AUT","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","6.88000011444092","6.73999977111816","6.6100001335144","6.69000005722046","6.55000019073486","6.25","5.90999984741211","5.67999982833862","5.80000019073486","5.42999982833862","5.5","5.28000020980835","4.92999982833862","5.26999998092651","5.21000003814697","5.44999980926514","5.26999998092651","5.42999982833862","5.40000009536743","5.17999982833862","5.05000019073486","4.92000007629395","5.07999992370605","4.82000017166138","4.71999979019165","4.15000009536743","4.05000019073486","4.07000017166138","","",
"Azerbaijan","AZE","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.4700012207031","37.7700004577637","37.7200012207031","39.2099990844727","39.8199996948242","40.0200004577637","38.8600006103516","37.9300003051758","37.7000007629395","36.560001373291","37.4799995422363","40.939998626709","40.9199981689453","40.9099998474121","41.0999984741211","36.0900001525879","35.310001373291","38.560001373291","32.5299987792969","32.4099998474121","32.189998626709","31.7399997711182","31.0599994659424","31.2000007629395","30.9799995422363","30.9500007629395","30.9099998474121","30.9099998474121","30.5699996948242","","",
"Burundi","BDI","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.9199981689453","86.9300003051758","86.9899978637695","87.0100021362305","87.1500015258789","87.4000015258789","87.4000015258789","87.1500015258789","86.7699966430664","86.370002746582","85.9300003051758","85.4599990844727","84.9899978637695","84.8399963378906","84.1600036621094","83.5699996948242","82.8399963378906","82.2699966430664","81.5800018310547","80.9000015258789","80.1399993896484","79.3199996948242","78.5899963378906","77.7699966430664","77.9300003051758","77.9700012207031","78.0500030517578","78.0699996948242","78.0999984741211","","",
"Belgium","BEL","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.27999997138977","3.16000008583069","3.0699999332428","3.36999988555908","3.07999992370605","3.14000010490417","3.04999995231628","2.70000004768372","2.69000005722046","2.4300000667572","1.69000005722046","2.29999995231628","2.22000002861023","2.71000003814697","2.47000002861023","2.48000001907349","2.28999996185303","1.97000002861023","1.88999998569489","1.73000001907349","1.63999998569489","1.57000005245209","1.79999995231628","1.54999995231628","1.55999994277954","1.67999994754791","1.54999995231628","1.29999995231628","1.16999995708466","","",
"Benin","BEN","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.6300010681152","55.5299987792969","55.4799995422363","54.8800010681152","54.75","54.7099990844727","54.5099983215332","54.4300003051758","54.1399993896484","53.810001373291","53.4799995422363","53.2999992370605","52.9900016784668","52.8800010681152","52.7099990844727","52.4900016784668","52.0900001525879","51.7400016784668","51.5","51.2000007629395","50.810001373291","50.3499984741211","49.6599998474121","49.060001373291","48.689998626709","48.5400009155273","47.9500007629395","47.25","46.4900016784668","","",
"Burkina Faso","BFA","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.5699996948242","91.4700012207031","91.3199996948242","91.1399993896484","90.2600021362305","89.2600021362305","88.0899963378906","86.9100036621094","85.4000015258789","83.9000015258789","82.2799987792969","80.4199981689453","78.1699981689453","75.6900024414063","73.1100006103516","69.9499969482422","66.5699996948242","63.3899993896484","59.4300003051758","55.1399993896484","50.5800018310547","45.9799995422363","41.3600006103516","36.8499984741211","35.5200004577637","33.9799995422363","32.4000015258789","30.7800006866455","30.0699996948242","","",
"Bangladesh","BGD","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.0100021362305","63.3800010681152","62.6199989318848","61.8199996948242","60.7999992370605","59.7400016784668","60.2000007629395","60.4599990844727","60.6599998474121","60.7299995422363","57.9099998474121","55.060001373291","52","48.8300018310547","45.4199981689453","42.0400009155273","41.7299995422363","41.5","41.3600006103516","41.0299987792969","39.9500007629395","38.8699989318848","37.8699989318848","36.8400001525879","35.7299995422363","34.6500015258789","32.560001373291","31.2900009155273","30.1399993896484","","",
"Bulgaria","BGR","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3099994659424","20.7399997711182","20.0599994659424","19.3999996185303","18.4300003051758","17.4699993133545","18.5300006866455","16.6599998474121","16.3199996948242","15.4200000762939","12.0200004577637","13.0200004577637","13.5900001525879","12.8900003433228","10.7399997711182","9.82999992370605","9.17000007629395","8.89999961853027","8.57999992370605","8.22000026702881","8.52999973297119","8.38000011444092","8.64999961853027","9.18000030517578","9.09000015258789","8.9399995803833","9.17000007629395","8.60000038146973","8.63000011444092","","",
"Bahrain","BHR","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.89000010490417","2.77999997138977","2.6800000667572","2.5699999332428","2.48000001907349","2.39000010490417","2.28999996185303","2.21000003814697","2.11999988555908","2.02999997138977","1.94000005722046","1.87999999523163","1.82000005245209","1.75","1.67999994754791","1.60000002384186","1.52999997138977","1.46000003814697","1.41999995708466","1.35000002384186","1.36000001430511","1.36000001430511","1.36000001430511","1.35000002384186","1.35000002384186","1.29999995231628","1.25","1.20000004768372","1.1599999666214","","",
"Bahamas, The","BHS","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.51000022888184","8.44999980926514","8.93000030517578","8.64000034332275","7.15000009536743","8.09000015258789","5.46000003814697","5.51000022888184","6.73999977111816","6.76999998092651","6.78000020980835","5.59999990463257","5.17999982833862","8.0600004196167","6.32999992370605","4.3600001335144","4.17000007629395","4.90999984741211","5.03000020980835","4.71999979019165","4.59999990463257","4.59999990463257","4.51000022888184","4.34999990463257","4.25","4.11999988555908","4.05000019073486","3.99000000953674","3.89000010490417","","",
"Bosnia and Herzegovina","BIH","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9199981689453","33.9300003051758","33.7299995422363","32.8400001525879","31.5599994659424","29.7999992370605","27.9300003051758","26.4200000762939","25.0100002288818","23.6399993896484","23.0200004577637","22.2000007629395","21.5200004577637","21.1200008392334","20.4099998474121","19.7700004577637","19.0200004577637","19.6499996185303","18.5699996948242","17.8999996185303","18.7999992370605","19.3099994659424","18.6499996185303","16.7999992370605","17.4099998474121","18.0699996948242","16.7199993133545","15.5200004577637","16.4400005340576","","",
"Belarus","BLR","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3099994659424","19.9200000762939","19.8299999237061","20.0200004577637","20.5900001525879","20.5900001525879","20.2199993133545","19.8600006103516","19.8199996948242","19.4899997711182","18.8299999237061","18.5","17.8400001525879","17.25","16.6100006103516","16.0400009155273","15.4399995803833","14.9099998474121","14.6199998855591","14.1300001144409","13.6899995803833","13.4399995803833","13.1599998474121","12.960000038147","12.8000001907349","12.8699998855591","14.1700000762939","14.8900003433228","14.5500001907349","","",
"Belize","BLZ","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0900001525879","32.0699996948242","31.8999996185303","30.6700000762939","35.5800018310547","38.2599983215332","39.3699989318848","33.1399993896484","36.3499984741211","34.8400001525879","33.5099983215332","32.2000007629395","30.5799999237061","29.1499996185303","27.6900005340576","27.5699996948242","27.5499992370605","27.3099994659424","27.1700000762939","26.9699993133545","26.8199996948242","26.5699996948242","26.3400001525879","25.8500003814697","25.8999996185303","26.7800006866455","24.6200008392334","24.2299995422363","24.0699996948242","","",
"Bermuda","BMU","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.9199981689453","41.8699989318848","41.7099990844727","41.5200004577637","41.25","41.0400009155273","41","40.5","39.939998626709","40.1800003051758","45.6199989318848","44.7900009155273","35.5800018310547","35.5699996948242","38.2900009155273","39.6300010681152","34.560001373291","31.1200008392334","29.5900001525879","29.5400009155273","29.3400001525879","28.1700000762939","29.2600002288818","30.4799995422363","27.5400009155273","30.0499992370605","30.3999996185303","31.0400009155273","30.7299995422363","","",
